polyhedron,face_id,n_sides,vertex_ids
TriakisIcosahedron,F45,3,V27;V1;V5
TriakisIcosahedron,F46,3,V27;V5;V11
TriakisIcosahedron,F47,3,V27;V11;V1
TriakisIcosahedron,F48,3,V28;V2;V8
TriakisIcosahedron,F49,3,V28;V8;V6
TriakisIcosahedron,F50,3,V28;V6;V2
TriakisIcosahedron,F51,3,V29;V3;V6
TriakisIcosahedron,F52,3,V29;V6;V9
TriakisIcosahedron,F53,3,V29;V9;V3
TriakisIcosahedron,F54,3,V30;V2;V7
TriakisIcosahedron,F55,3,V30;V7;V10
TriakisIcosahedron,F56,3,V30;V10;V2
TriakisIcosahedron,F57,3,V31;V3;V11
TriakisIcosahedron,F58,3,V31;V11;V7
TriakisIcosahedron,F59,3,V31;V7;V3
DeltoidalHexecontahedron,F0,4,V18;V0;V8;V32
DeltoidalHexecontahedron,F1,4,V18;V32;V56;V40
DeltoidalHexecontahedron,F2,4,V18;V40;V10;V38
DeltoidalHexecontahedron,F3,4,V18;V38;V54;V30
DeltoidalHexecontahedron,F4,4,V18;V30;V6;V0
DeltoidalHexecontahedron,F5,4,V19;V1;V7;V31
DeltoidalHexecontahedron,F6,4,V19;V31;V55;V39
DeltoidalHexecontahedron,F7,4,V19;V39;V11;V41
DeltoidalHexecontahedron,F8,4,V19;V41;V57;V33
DeltoidalHexecontahedron,F9,4,V19;V33;V9;V1
DeltoidalHexecontahedron,F10,4,V20;V0;V6;V34
DeltoidalHexecontahedron,F11,4,V20;V34;V58;V42
DeltoidalHexecontahedron,F12,4,V20;V42;V12;V44
DeltoidalHexecontahedron,F13,4,V20;V44;V60;V36
DeltoidalHexecontahedron,F14,4,V20;V36;V8;V0
DeltoidalHexecontahedron,F15,4,V21;V1;V9;V37
DeltoidalHexecontahedron,F16,4,V21;V37;V61;V45
DeltoidalHexecontahedron,F17,4,V21;V45;V13;V43
DeltoidalHexecontahedron,F18,4,V21;V43;V59;V35
DeltoidalHexecontahedron,F19,4,V21;V35;V7;V1
DeltoidalHexecontahedron,F20,4,V22;V2;V11;V39
DeltoidalHexecontahedron,F21,4,V22;V39;V55;V47
DeltoidalHexecontahedron,F22,4,V22;V47;V14;V46
DeltoidalHexecontahedron,F23,4,V22;V46;V54;V38
DeltoidalHexecontahedron,F24,4,V22;V38;V10;V2
DeltoidalHexecontahedron,F25,4,V23;V2;V10;V40
DeltoidalHexecontahedron,F26,4,V23;V40;V56;V48
DeltoidalHexecontahedron,F27,4,V23;V48;V15;V49
DeltoidalHexecontahedron,F28,4,V23;V49;V57;V41
DeltoidalHexecontahedron,F29,4,V23;V41;V11;V2
DeltoidalHexecontahedron,F30,4,V24;V3;V12;V42
DeltoidalHexecontahedron,F31,4,V24;V42;V58;V50
DeltoidalHexecontahedron,F32,4,V24;V50;V16;V51
DeltoidalHexecontahedron,F33,4,V24;V51;V59;V43
DeltoidalHexecontahedron,F34,4,V24;V43;V13;V3
DeltoidalHexecontahedron,F35,4,V25;V3;V13;V45
DeltoidalHexecontahedron,F36,4,V25;V45;V61;V53
DeltoidalHexecontahedron,F37,4,V25;V53;V17;V52
DeltoidalHexecontahedron,F38,4,V25;V52;V60;V44
DeltoidalHexecontahedron,F39,4,V25;V44;V12;V3
DeltoidalHexecontahedron,F40,4,V26;V4;V16;V50
DeltoidalHexecontahedron,F41,4,V26;V50;V58;V34
DeltoidalHexecontahedron,F42,4,V26;V34;V6;V30
DeltoidalHexecontahedron,F43,4,V26;V30;V54;V46
DeltoidalHexecontahedron,F44,4,V26;V46;V14;V4
DeltoidalHexecontahedron,F45,4,V27;V4;V14;V47
DeltoidalHexecontahedron,F46,4,V27;V47;V55;V31
DeltoidalHexecontahedron,F47,4,V27;V31;V7;V35
DeltoidalHexecontahedron,F48,4,V27;V35;V59;V51
DeltoidalHexecontahedron,F49,4,V27;V51;V16;V4
DeltoidalHexecontahedron,F50,4,V28;V5;V15;V48
DeltoidalHexecontahedron,F51,4,V28;V48;V56;V32
DeltoidalHexecontahedron,F52,4,V28;V32;V8;V36
DeltoidalHexecontahedron,F53,4,V28;V36;V60;V52
DeltoidalHexecontahedron,F54,4,V28;V52;V17;V5
DeltoidalHexecontahedron,F55,4,V29;V5;V17;V53
DeltoidalHexecontahedron,F56,4,V29;V53;V61;V37
DeltoidalHexecontahedron,F57,4,V29;V37;V9;V33
DeltoidalHexecontahedron,F58,4,V29;V33;V57;V49
DeltoidalHexecontahedron,F59,4,V29;V49;V15;V5
RpentagonalHexecontahedron,F0,5,V24;V0;V2;V14;V36
RpentagonalHexecontahedron,F1,5,V24;V36;V72;V86;V76
RpentagonalHexecontahedron,F2,5,V24;V76;V40;V16;V52
RpentagonalHexecontahedron,F3,5,V24;V52;V64;V84;V60
RpentagonalHexecontahedron,F4,5,V24;V60;V48;V12;V0
RpentagonalHexecontahedron,F5,5,V25;V1;V3;V13;V37
RpentagonalHexecontahedron,F6,5,V25;V37;V73;V85;V77
RpentagonalHexecontahedron,F7,5,V25;V77;V41;V17;V53
RpentagonalHexecontahedron,F8,5,V25;V53;V65;V87;V61
RpentagonalHexecontahedron,F9,5,V25;V61;V49;V15;V1
RpentagonalHexecontahedron,F10,5,V26;V2;V0;V12;V38
RpentagonalHexecontahedron,F11,5,V26;V38;V74;V88;V78
RpentagonalHexecontahedron,F12,5,V26;V78;V42;V18;V54
RpentagonalHexecontahedron,F13,5,V26;V54;V66;V90;V62
RpentagonalHexecontahedron,F14,5,V26;V62;V50;V14;V2
RpentagonalHexecontahedron,F15,5,V27;V3;V1;V15;V39
RpentagonalHexecontahedron,F16,5,V27;V39;V75;V91;V79
RpentagonalHexecontahedron,F17,5,V27;V79;V43;V19;V55
RpentagonalHexecontahedron,F18,5,V27;V55;V67;V89;V63
RpentagonalHexecontahedron,F19,5,V27;V63;V51;V13;V3
RpentagonalHexecontahedron,F20,5,V28;V4;V5;V17;V41
RpentagonalHexecontahedron,F21,5,V28;V41;V77;V85;V81
RpentagonalHexecontahedron,F22,5,V28;V81;V45;V20;V56
RpentagonalHexecontahedron,F23,5,V28;V56;V68;V84;V64
RpentagonalHexecontahedron,F24,5,V28;V64;V52;V16;V4
RpentagonalHexecontahedron,F25,5,V29;V5;V4;V16;V40
RpentagonalHexecontahedron,F26,5,V29;V40;V76;V86;V80
RpentagonalHexecontahedron,F27,5,V29;V80;V44;V21;V57
RpentagonalHexecontahedron,F28,5,V29;V57;V69;V87;V65
RpentagonalHexecontahedron,F29,5,V29;V65;V53;V17;V5
RpentagonalHexecontahedron,F30,5,V30;V7;V6;V18;V42
RpentagonalHexecontahedron,F31,5,V30;V42;V78;V88;V82
RpentagonalHexecontahedron,F32,5,V30;V82;V46;V22;V59
RpentagonalHexecontahedron,F33,5,V30;V59;V71;V89;V67
RpentagonalHexecontahedron,F34,5,V30;V67;V55;V19;V7
RpentagonalHexecontahedron,F35,5,V31;V6;V7;V19;V43
RpentagonalHexecontahedron,F36,5,V31;V43;V79;V91;V83
RpentagonalHexecontahedron,F37,5,V31;V83;V47;V23;V58
RpentagonalHexecontahedron,F38,5,V31;V58;V70;V90;V66
RpentagonalHexecontahedron,F39,5,V31;V66;V54;V18;V6
RpentagonalHexecontahedron,F40,5,V32;V8;V11;V22;V46
RpentagonalHexecontahedron,F41,5,V32;V46;V82;V88;V74
RpentagonalHexecontahedron,F42,5,V32;V74;V38;V12;V48
RpentagonalHexecontahedron,F43,5,V32;V48;V60;V84;V68
RpentagonalHexecontahedron,F44,5,V32;V68;V56;V20;V8
RpentagonalHexecontahedron,F45,5,V33;V11;V8;V20;V45
RpentagonalHexecontahedron,F46,5,V33;V45;V81;V85;V73
RpentagonalHexecontahedron,F47,5,V33;V73;V37;V13;V51
RpentagonalHexecontahedron,F48,5,V33;V51;V63;V89;V71
RpentagonalHexecontahedron,F49,5,V33;V71;V59;V22;V11
RpentagonalHexecontahedron,F50,5,V34;V10;V9;V21;V44
RpentagonalHexecontahedron,F51,5,V34;V44;V80;V86;V72
RpentagonalHexecontahedron,F52,5,V34;V72;V36;V14;V50
RpentagonalHexecontahedron,F53,5,V34;V50;V62;V90;V70
RpentagonalHexecontahedron,F54,5,V34;V70;V58;V23;V10
RpentagonalHexecontahedron,F55,5,V35;V9;V10;V23;V47
RpentagonalHexecontahedron,F56,5,V35;V47;V83;V91;V75
RpentagonalHexecontahedron,F57,5,V35;V75;V39;V15;V49
RpentagonalHexecontahedron,F58,5,V35;V49;V61;V87;V69
RpentagonalHexecontahedron,F59,5,V35;V69;V57;V21;V9
LpentagonalHexecontahedron,F0,5,V24;V36;V14;V2;V0
LpentagonalHexecontahedron,F1,5,V24;V76;V86;V72;V36
LpentagonalHexecontahedron,F2,5,V24;V52;V16;V40;V76
LpentagonalHexecontahedron,F3,5,V24;V60;V84;V64;V52
LpentagonalHexecontahedron,F4,5,V24;V0;V12;V48;V60
LpentagonalHexecontahedron,F5,5,V25;V37;V13;V3;V1
LpentagonalHexecontahedron,F6,5,V25;V77;V85;V73;V37
LpentagonalHexecontahedron,F7,5,V25;V53;V17;V41;V77
LpentagonalHexecontahedron,F8,5,V25;V61;V87;V65;V53
LpentagonalHexecontahedron,F9,5,V25;V1;V15;V49;V61
LpentagonalHexecontahedron,F10,5,V26;V38;V12;V0;V2
LpentagonalHexecontahedron,F11,5,V26;V78;V88;V74;V38
LpentagonalHexecontahedron,F12,5,V26;V54;V18;V42;V78
LpentagonalHexecontahedron,F13,5,V26;V62;V90;V66;V54
LpentagonalHexecontahedron,F14,5,V26;V2;V14;V50;V62
LpentagonalHexecontahedron,F15,5,V27;V39;V15;V1;V3
LpentagonalHexecontahedron,F16,5,V27;V79;V91;V75;V39
LpentagonalHexecontahedron,F17,5,V27;V55;V19;V43;V79
LpentagonalHexecontahedron,F18,5,V27;V63;V89;V67;V55
LpentagonalHexecontahedron,F19,5,V27;V3;V13;V51;V63
LpentagonalHexecontahedron,F20,5,V28;V41;V17;V5;V4
LpentagonalHexecontahedron,F21,5,V28;V81;V85;V77;V41
LpentagonalHexecontahedron,F22,5,V28;V56;V20;V45;V81
LpentagonalHexecontahedron,F23,5,V28;V64;V84;V68;V56
LpentagonalHexecontahedron,F24,5,V28;V4;V16;V52;V64
LpentagonalHexecontahedron,F25,5,V29;V40;V16;V4;V5
LpentagonalHexecontahedron,F26,5,V29;V80;V86;V76;V40
LpentagonalHexecontahedron,F27,5,V29;V57;V21;V44;V80
LpentagonalHexecontahedron,F28,5,V29;V65;V87;V69;V57
LpentagonalHexecontahedron,F29,5,V29;V5;V17;V53;V65
LpentagonalHexecontahedron,F30,5,V30;V42;V18;V6;V7
LpentagonalHexecontahedron,F31,5,V30;V82;V88;V78;V42
LpentagonalHexecontahedron,F32,5,V30;V59;V22;V46;V82
LpentagonalHexecontahedron,F33,5,V30;V67;V89;V71;V59
LpentagonalHexecontahedron,F34,5,V30;V7;V19;V55;V67
LpentagonalHexecontahedron,F35,5,V31;V43;V19;V7;V6
LpentagonalHexecontahedron,F36,5,V31;V83;V91;V79;V43
LpentagonalHexecontahedron,F37,5,V31;V58;V23;V47;V83
LpentagonalHexecontahedron,F38,5,V31;V66;V90;V70;V58
LpentagonalHexecontahedron,F39,5,V31;V6;V18;V54;V66
LpentagonalHexecontahedron,F40,5,V32;V46;V22;V11;V8
LpentagonalHexecontahedron,F41,5,V32;V74;V88;V82;V46
LpentagonalHexecontahedron,F42,5,V32;V48;V12;V38;V74
LpentagonalHexecontahedron,F43,5,V32;V68;V84;V60;V48
LpentagonalHexecontahedron,F44,5,V32;V8;V20;V56;V68
LpentagonalHexecontahedron,F45,5,V33;V45;V20;V8;V11
LpentagonalHexecontahedron,F46,5,V33;V73;V85;V81;V45
LpentagonalHexecontahedron,F47,5,V33;V51;V13;V37;V73
LpentagonalHexecontahedron,F48,5,V33;V71;V89;V63;V51
LpentagonalHexecontahedron,F49,5,V33;V11;V22;V59;V71
LpentagonalHexecontahedron,F50,5,V34;V44;V21;V9;V10
LpentagonalHexecontahedron,F51,5,V34;V72;V86;V80;V44
LpentagonalHexecontahedron,F52,5,V34;V50;V14;V36;V72
LpentagonalHexecontahedron,F53,5,V34;V70;V90;V62;V50
LpentagonalHexecontahedron,F54,5,V34;V10;V23;V58;V70
LpentagonalHexecontahedron,F55,5,V35;V47;V23;V10;V9
LpentagonalHexecontahedron,F56,5,V35;V75;V91;V83;V47
LpentagonalHexecontahedron,F57,5,V35;V49;V15;V39;V75
LpentagonalHexecontahedron,F58,5,V35;V69;V87;V61;V49
LpentagonalHexecontahedron,F59,5,V35;V9;V21;V57;V69
PentagonalPyramid,F0,5,V0;V2;V3;V1;V4
PentagonalPyramid,F1,3,V5;V0;V4
PentagonalPyramid,F2,3,V5;V4;V1
PentagonalPyramid,F3,3,V5;V1;V3
PentagonalPyramid,F4,3,V5;V3;V2
PentagonalPyramid,F5,3,V5;V2;V0
TriangularCupola,F0,6,V1;V4;V8;V2;V5;V7
TriangularCupola,F1,4,V0;V6;V2;V8
TriangularCupola,F2,4,V6;V3;V7;V5
TriangularCupola,F3,4,V3;V0;V4;V1
TriangularCupola,F4,3,V0;V3;V6
TriangularCupola,F5,3,V0;V8;V4
TriangularCupola,F6,3,V6;V5;V2
TriangularCupola,F7,3,V3;V1;V7
SquareCupola,F0,8,V0;V1;V5;V7;V3;V2;V6;V4
SquareCupola,F1,4,V8;V10;V11;V9
SquareCupola,F2,4,V8;V4;V6;V10
SquareCupola,F3,4,V10;V2;V3;V11
SquareCupola,F4,4,V11;V7;V5;V9
SquareCupola,F5,4,V9;V1;V0;V8
SquareCupola,F6,3,V8;V0;V4
SquareCupola,F7,3,V10;V6;V2
SquareCupola,F8,3,V11;V3;V7
SquareCupola,F9,3,V9;V5;V1
PentagonalCupola,F0,10,V0;V2;V6;V8;V4;V1;V5;V9;V7;V3
PentagonalCupola,F1,5,V10;V14;V11;V13;V12
PentagonalCupola,F2,4,V10;V3;V7;V14
PentagonalCupola,F3,4,V14;V9;V5;V11
PentagonalCupola,F4,4,V11;V1;V4;V13
PentagonalCupola,F5,4,V13;V8;V6;V12
PentagonalCupola,F6,4,V12;V2;V0;V10
PentagonalCupola,F7,3,V10;V0;V3
PentagonalCupola,F8,3,V14;V7;V9
PentagonalCupola,F9,3,V11;V5;V1
PentagonalCupola,F10,3,V13;V4;V8
PentagonalCupola,F11,3,V12;V6;V2
PentagonalRotunda,F0,10,V0;V6;V16;V19;V9;V1;V8;V18;V15;V5
PentagonalRotunda,F1,5,V3;V12;V17;V14;V10
PentagonalRotunda,F2,5,V13;V3;V11;V15;V18
PentagonalRotunda,F3,5,V7;V12;V13;V8;V1
PentagonalRotunda,F4,5,V2;V17;V7;V9;V19
PentagonalRotunda,F5,5,V4;V14;V2;V16;V6
PentagonalRotunda,F6,5,V11;V10;V4;V0;V5
PentagonalRotunda,F7,3,V13;V18;V8
PentagonalRotunda,F8,3,V7;V1;V9
PentagonalRotunda,F9,3,V2;V19;V16
PentagonalRotunda,F10,3,V4;V6;V0
PentagonalRotunda,F11,3,V11;V5;V15
PentagonalRotunda,F12,3,V13;V12;V3
PentagonalRotunda,F13,3,V7;V17;V12
PentagonalRotunda,F14,3,V2;V14;V17
PentagonalRotunda,F15,3,V4;V10;V14
PentagonalRotunda,F16,3,V11;V3;V10
ElongatedTriangularPyramid,F0,4,V0;V1;V5;V4
ElongatedTriangularPyramid,F1,4,V4;V5;V3;V2
ElongatedTriangularPyramid,F2,4,V2;V3;V1;V0
ElongatedTriangularPyramid,F3,3,V1;V3;V5
ElongatedTriangularPyramid,F4,3,V6;V0;V4
ElongatedTriangularPyramid,F5,3,V6;V4;V2
ElongatedTriangularPyramid,F6,3,V6;V2;V0
ElongatedSquarePyramid,F0,4,V1;V3;V7;V5
ElongatedSquarePyramid,F1,4,V0;V1;V5;V4
ElongatedSquarePyramid,F2,4,V4;V5;V7;V6
ElongatedSquarePyramid,F3,4,V6;V7;V3;V2
ElongatedSquarePyramid,F4,4,V2;V3;V1;V0
ElongatedSquarePyramid,F5,3,V8;V0;V4
ElongatedSquarePyramid,F6,3,V8;V4;V6
ElongatedSquarePyramid,F7,3,V8;V6;V2
ElongatedSquarePyramid,F8,3,V8;V2;V0
ElongatedPentagonalPyramid,F0,5,V1;V5;V7;V3;V9
ElongatedPentagonalPyramid,F1,4,V0;V1;V9;V8
ElongatedPentagonalPyramid,F2,4,V8;V9;V3;V2
ElongatedPentagonalPyramid,F3,4,V2;V3;V7;V6
ElongatedPentagonalPyramid,F4,4,V6;V7;V5;V4
ElongatedPentagonalPyramid,F5,4,V4;V5;V1;V0
ElongatedPentagonalPyramid,F6,3,V10;V0;V8
ElongatedPentagonalPyramid,F7,3,V10;V8;V2
ElongatedPentagonalPyramid,F8,3,V10;V2;V6
ElongatedPentagonalPyramid,F9,3,V10;V6;V4
ElongatedPentagonalPyramid,F10,3,V10;V4;V0
GyroelongatedSquarePyramid,F0,4,V4;V5;V7;V6
GyroelongatedSquarePyramid,F1,3,V0;V4;V6
GyroelongatedSquarePyramid,F2,3,V2;V5;V4
GyroelongatedSquarePyramid,F3,3,V1;V7;V5
GyroelongatedSquarePyramid,F4,3,V3;V6;V7
GyroelongatedSquarePyramid,F5,3,V0;V2;V4
GyroelongatedSquarePyramid,F6,3,V2;V1;V5
GyroelongatedSquarePyramid,F7,3,V1;V3;V7
GyroelongatedSquarePyramid,F8,3,V3;V0;V6
GyroelongatedSquarePyramid,F9,3,V8;V0;V3
GyroelongatedSquarePyramid,F10,3,V8;V3;V1
GyroelongatedSquarePyramid,F11,3,V8;V1;V2
GyroelongatedSquarePyramid,F12,3,V8;V2;V0
GyroelongatedPentagonalPyramid,F0,5,V2;V7;V10;V5;V0
GyroelongatedPentagonalPyramid,F1,3,V3;V10;V7
GyroelongatedPentagonalPyramid,F2,3,V1;V5;V10
GyroelongatedPentagonalPyramid,F3,3,V4;V0;V5
GyroelongatedPentagonalPyramid,F4,3,V8;V2;V0
GyroelongatedPentagonalPyramid,F5,3,V6;V7;V2
GyroelongatedPentagonalPyramid,F6,3,V3;V1;V10
GyroelongatedPentagonalPyramid,F7,3,V1;V4;V5
GyroelongatedPentagonalPyramid,F8,3,V4;V8;V0
GyroelongatedPentagonalPyramid,F9,3,V8;V6;V2
GyroelongatedPentagonalPyramid,F10,3,V6;V3;V7
GyroelongatedPentagonalPyramid,F11,3,V9;V3;V6
GyroelongatedPentagonalPyramid,F12,3,V9;V6;V8
GyroelongatedPentagonalPyramid,F13,3,V9;V8;V4
GyroelongatedPentagonalPyramid,F14,3,V9;V4;V1
GyroelongatedPentagonalPyramid,F15,3,V9;V1;V3
TriangularDipyramidJ12,F0,3,V0;V2;V3
TriangularDipyramidJ12,F1,3,V0;V3;V4
TriangularDipyramidJ12,F2,3,V0;V4;V2
TriangularDipyramidJ12,F3,3,V1;V2;V4
TriangularDipyramidJ12,F4,3,V1;V4;V3
TriangularDipyramidJ12,F5,3,V1;V3;V2
PentagonalDipyramidJ13,F0,3,V0;V2;V4
PentagonalDipyramidJ13,F1,3,V0;V4;V5
PentagonalDipyramidJ13,F2,3,V0;V5;V3
PentagonalDipyramidJ13,F3,3,V0;V3;V6
PentagonalDipyramidJ13,F4,3,V0;V6;V2
PentagonalDipyramidJ13,F5,3,V1;V2;V6
PentagonalDipyramidJ13,F6,3,V1;V6;V3
PentagonalDipyramidJ13,F7,3,V1;V3;V5
PentagonalDipyramidJ13,F8,3,V1;V5;V4
PentagonalDipyramidJ13,F9,3,V1;V4;V2
ElongatedTriangularDipyramidJ14,F0,4,V0;V1;V5;V4
ElongatedTriangularDipyramidJ14,F1,4,V4;V5;V3;V2
ElongatedTriangularDipyramidJ14,F2,4,V2;V3;V1;V0
ElongatedTriangularDipyramidJ14,F3,3,V6;V0;V4
ElongatedTriangularDipyramidJ14,F4,3,V6;V4;V2
ElongatedTriangularDipyramidJ14,F5,3,V6;V2;V0
ElongatedTriangularDipyramidJ14,F6,3,V7;V1;V3
ElongatedTriangularDipyramidJ14,F7,3,V7;V3;V5
ElongatedTriangularDipyramidJ14,F8,3,V7;V5;V1
ElongatedSquareDipyramid,F0,4,V0;V1;V5;V4
ElongatedSquareDipyramid,F1,4,V4;V5;V7;V6
ElongatedSquareDipyramid,F2,4,V6;V7;V3;V2
ElongatedSquareDipyramid,F3,4,V2;V3;V1;V0
ElongatedSquareDipyramid,F4,3,V8;V0;V4
ElongatedSquareDipyramid,F5,3,V8;V4;V6
ElongatedSquareDipyramid,F6,3,V8;V6;V2
ElongatedSquareDipyramid,F7,3,V8;V2;V0
ElongatedSquareDipyramid,F8,3,V9;V1;V3
ElongatedSquareDipyramid,F9,3,V9;V3;V7
ElongatedSquareDipyramid,F10,3,V9;V7;V5
ElongatedSquareDipyramid,F11,3,V9;V5;V1
ElongatedPentagonalDipyramidJ16,F0,4,V0;V1;V9;V8
ElongatedPentagonalDipyramidJ16,F1,4,V8;V9;V3;V2
ElongatedPentagonalDipyramidJ16,F2,4,V2;V3;V7;V6
ElongatedPentagonalDipyramidJ16,F3,4,V6;V7;V5;V4
ElongatedPentagonalDipyramidJ16,F4,4,V4;V5;V1;V0
ElongatedPentagonalDipyramidJ16,F5,3,V10;V0;V8
ElongatedPentagonalDipyramidJ16,F6,3,V10;V8;V2
ElongatedPentagonalDipyramidJ16,F7,3,V10;V2;V6
ElongatedPentagonalDipyramidJ16,F8,3,V10;V6;V4
ElongatedPentagonalDipyramidJ16,F9,3,V10;V4;V0
ElongatedPentagonalDipyramidJ16,F10,3,V11;V1;V5
ElongatedPentagonalDipyramidJ16,F11,3,V11;V5;V7
ElongatedPentagonalDipyramidJ16,F12,3,V11;V7;V3
ElongatedPentagonalDipyramidJ16,F13,3,V11;V3;V9
ElongatedPentagonalDipyramidJ16,F14,3,V11;V9;V1
GyroelongatedSquareDipyramid,F0,3,V0;V4;V2
GyroelongatedSquareDipyramid,F1,3,V2;V6;V1
GyroelongatedSquareDipyramid,F2,3,V1;V7;V3
GyroelongatedSquareDipyramid,F3,3,V3;V5;V0
GyroelongatedSquareDipyramid,F4,3,V4;V0;V5
GyroelongatedSquareDipyramid,F5,3,V5;V3;V7
GyroelongatedSquareDipyramid,F6,3,V7;V1;V6
GyroelongatedSquareDipyramid,F7,3,V6;V2;V4
GyroelongatedSquareDipyramid,F8,3,V8;V0;V2
GyroelongatedSquareDipyramid,F9,3,V8;V2;V1
GyroelongatedSquareDipyramid,F10,3,V8;V1;V3
GyroelongatedSquareDipyramid,F11,3,V8;V3;V0
GyroelongatedSquareDipyramid,F12,3,V9;V4;V5
GyroelongatedSquareDipyramid,F13,3,V9;V5;V7
GyroelongatedSquareDipyramid,F14,3,V9;V7;V6
GyroelongatedSquareDipyramid,F15,3,V9;V6;V4
ElongatedTriangularCupola,F0,6,V1;V11;V5;V9;V2;V6
ElongatedTriangularCupola,F1,4,V8;V12;V14;V3
ElongatedTriangularCupola,F2,4,V10;V13;V12;V4
ElongatedTriangularCupola,F3,4,V7;V14;V13;V0
ElongatedTriangularCupola,F4,4,V8;V3;V11;V1
ElongatedTriangularCupola,F5,4,V10;V4;V6;V2
ElongatedTriangularCupola,F6,4,V7;V0;V9;V5
ElongatedTriangularCupola,F7,4,V8;V1;V6;V4
ElongatedTriangularCupola,F8,4,V10;V2;V9;V0
ElongatedTriangularCupola,F9,4,V7;V5;V11;V3
ElongatedTriangularCupola,F10,3,V8;V4;V12
ElongatedTriangularCupola,F11,3,V10;V0;V13
ElongatedTriangularCupola,F12,3,V7;V3;V14
ElongatedTriangularCupola,F13,3,V12;V13;V14
ElongatedSquareCupola,F0,8,V1;V3;V11;V15;V7;V5;V13;V9
ElongatedSquareCupola,F1,4,V16;V18;V19;V17
ElongatedSquareCupola,F2,4,V0;V16;V17;V2
ElongatedSquareCupola,F3,4,V12;V18;V16;V8
ElongatedSquareCupola,F4,4,V6;V19;V18;V4
ElongatedSquareCupola,F5,4,V10;V17;V19;V14
ElongatedSquareCupola,F6,4,V0;V2;V3;V1
ElongatedSquareCupola,F7,4,V12;V8;V9;V13
ElongatedSquareCupola,F8,4,V6;V4;V5;V7
ElongatedSquareCupola,F9,4,V10;V14;V15;V11
ElongatedSquareCupola,F10,4,V0;V1;V9;V8
ElongatedSquareCupola,F11,4,V12;V13;V5;V4
ElongatedSquareCupola,F12,4,V6;V7;V15;V14
ElongatedSquareCupola,F13,4,V10;V11;V3;V2
ElongatedSquareCupola,F14,3,V0;V8;V16
ElongatedSquareCupola,F15,3,V12;V4;V18
ElongatedSquareCupola,F16,3,V6;V14;V19
ElongatedSquareCupola,F17,3,V10;V2;V17
ElongatedPentagonalCupola,F0,10,V1;V7;V15;V19;V11;V3;V9;V17;V13;V5
ElongatedPentagonalCupola,F1,5,V20;V24;V21;V23;V22
ElongatedPentagonalCupola,F2,4,V0;V20;V22;V6
ElongatedPentagonalCupola,F3,4,V12;V24;V20;V4
ElongatedPentagonalCupola,F4,4,V8;V21;V24;V16
ElongatedPentagonalCupola,F5,4,V10;V23;V21;V2
ElongatedPentagonalCupola,F6,4,V14;V22;V23;V18
ElongatedPentagonalCupola,F7,4,V0;V6;V7;V1
ElongatedPentagonalCupola,F8,4,V12;V4;V5;V13
ElongatedPentagonalCupola,F9,4,V8;V16;V17;V9
ElongatedPentagonalCupola,F10,4,V10;V2;V3;V11
ElongatedPentagonalCupola,F11,4,V14;V18;V19;V15
ElongatedPentagonalCupola,F12,4,V0;V1;V5;V4
ElongatedPentagonalCupola,F13,4,V12;V13;V17;V16
ElongatedPentagonalCupola,F14,4,V8;V9;V3;V2
ElongatedPentagonalCupola,F15,4,V10;V11;V19;V18
ElongatedPentagonalCupola,F16,4,V14;V15;V7;V6
ElongatedPentagonalCupola,F17,3,V0;V4;V20
ElongatedPentagonalCupola,F18,3,V12;V16;V24
ElongatedPentagonalCupola,F19,3,V8;V2;V21
ElongatedPentagonalCupola,F20,3,V10;V18;V23
ElongatedPentagonalCupola,F21,3,V14;V6;V22
ElongatedPentagonalRotunda,F0,10,V1;V7;V15;V19;V11;V3;V9;V17;V13;V5
ElongatedPentagonalRotunda,F1,5,V25;V29;V26;V28;V27
ElongatedPentagonalRotunda,F2,5,V4;V22;V25;V20;V0
ElongatedPentagonalRotunda,F3,5,V16;V23;V29;V22;V12
ElongatedPentagonalRotunda,F4,5,V2;V21;V26;V23;V8
ElongatedPentagonalRotunda,F5,5,V18;V24;V28;V21;V10
ElongatedPentagonalRotunda,F6,5,V6;V20;V27;V24;V14
ElongatedPentagonalRotunda,F7,4,V4;V0;V1;V5
ElongatedPentagonalRotunda,F8,4,V16;V12;V13;V17
ElongatedPentagonalRotunda,F9,4,V2;V8;V9;V3
ElongatedPentagonalRotunda,F10,4,V18;V10;V11;V19
ElongatedPentagonalRotunda,F11,4,V6;V14;V15;V7
ElongatedPentagonalRotunda,F12,4,V4;V5;V13;V12
ElongatedPentagonalRotunda,F13,4,V16;V17;V9;V8
ElongatedPentagonalRotunda,F14,4,V2;V3;V11;V10
ElongatedPentagonalRotunda,F15,4,V18;V19;V15;V14
ElongatedPentagonalRotunda,F16,4,V6;V7;V1;V0
ElongatedPentagonalRotunda,F17,3,V4;V12;V22
ElongatedPentagonalRotunda,F18,3,V16;V8;V23
ElongatedPentagonalRotunda,F19,3,V2;V10;V21
ElongatedPentagonalRotunda,F20,3,V18;V14;V24
ElongatedPentagonalRotunda,F21,3,V6;V0;V20
ElongatedPentagonalRotunda,F22,3,V25;V27;V20
ElongatedPentagonalRotunda,F23,3,V29;V25;V22
ElongatedPentagonalRotunda,F24,3,V26;V29;V23
ElongatedPentagonalRotunda,F25,3,V28;V26;V21
ElongatedPentagonalRotunda,F26,3,V27;V28;V24
GyroelongatedTriangularCupola,F0,6,V6;V7;V11;V9;V8;V10
