polyhedron,face_id,n_sides,vertex_ids
ElongatedPentagonalGyrocupolarotunda,F1,5,V30;V34;V31;V33;V32
ElongatedPentagonalGyrocupolarotunda,F2,5,V22;V25;V20;V0;V4
ElongatedPentagonalGyrocupolarotunda,F3,5,V23;V29;V22;V12;V16
ElongatedPentagonalGyrocupolarotunda,F4,5,V21;V26;V23;V8;V2
ElongatedPentagonalGyrocupolarotunda,F5,5,V24;V28;V21;V10;V18
ElongatedPentagonalGyrocupolarotunda,F6,5,V20;V27;V24;V14;V6
ElongatedPentagonalGyrocupolarotunda,F7,4,V1;V30;V32;V5
ElongatedPentagonalGyrocupolarotunda,F8,4,V15;V34;V30;V7
ElongatedPentagonalGyrocupolarotunda,F9,4,V11;V31;V34;V19
ElongatedPentagonalGyrocupolarotunda,F10,4,V9;V33;V31;V3
ElongatedPentagonalGyrocupolarotunda,F11,4,V13;V32;V33;V17
ElongatedPentagonalGyrocupolarotunda,F12,4,V1;V5;V4;V0
ElongatedPentagonalGyrocupolarotunda,F13,4,V15;V7;V6;V14
ElongatedPentagonalGyrocupolarotunda,F14,4,V11;V19;V18;V10
ElongatedPentagonalGyrocupolarotunda,F15,4,V9;V3;V2;V8
ElongatedPentagonalGyrocupolarotunda,F16,4,V13;V17;V16;V12
ElongatedPentagonalGyrocupolarotunda,F17,4,V1;V0;V6;V7
ElongatedPentagonalGyrocupolarotunda,F18,4,V15;V14;V18;V19
ElongatedPentagonalGyrocupolarotunda,F19,4,V11;V10;V2;V3
ElongatedPentagonalGyrocupolarotunda,F20,4,V9;V8;V16;V17
ElongatedPentagonalGyrocupolarotunda,F21,4,V13;V12;V4;V5
ElongatedPentagonalGyrocupolarotunda,F22,3,V22;V4;V12
ElongatedPentagonalGyrocupolarotunda,F23,3,V23;V16;V8
ElongatedPentagonalGyrocupolarotunda,F24,3,V21;V2;V10
ElongatedPentagonalGyrocupolarotunda,F25,3,V24;V18;V14
ElongatedPentagonalGyrocupolarotunda,F26,3,V20;V6;V0
ElongatedPentagonalGyrocupolarotunda,F27,3,V22;V29;V25
ElongatedPentagonalGyrocupolarotunda,F28,3,V23;V26;V29
ElongatedPentagonalGyrocupolarotunda,F29,3,V21;V28;V26
ElongatedPentagonalGyrocupolarotunda,F30,3,V24;V27;V28
ElongatedPentagonalGyrocupolarotunda,F31,3,V20;V25;V27
ElongatedPentagonalGyrocupolarotunda,F32,3,V1;V7;V30
ElongatedPentagonalGyrocupolarotunda,F33,3,V15;V19;V34
ElongatedPentagonalGyrocupolarotunda,F34,3,V11;V3;V31
ElongatedPentagonalGyrocupolarotunda,F35,3,V9;V17;V33
ElongatedPentagonalGyrocupolarotunda,F36,3,V13;V5;V32
ElongatedPentagonalOrthobirotunda,F0,5,V20;V28;V22;V26;V24
ElongatedPentagonalOrthobirotunda,F1,5,V21;V25;V27;V23;V29
ElongatedPentagonalOrthobirotunda,F2,5,V34;V20;V30;V0;V4
ElongatedPentagonalOrthobirotunda,F3,5,V36;V28;V34;V12;V16
ElongatedPentagonalOrthobirotunda,F4,5,V32;V22;V36;V8;V2
ElongatedPentagonalOrthobirotunda,F5,5,V38;V26;V32;V10;V18
ElongatedPentagonalOrthobirotunda,F6,5,V30;V24;V38;V14;V6
ElongatedPentagonalOrthobirotunda,F7,5,V31;V21;V35;V5;V1
ElongatedPentagonalOrthobirotunda,F8,5,V39;V25;V31;V7;V15
ElongatedPentagonalOrthobirotunda,F9,5,V33;V27;V39;V19;V11
ElongatedPentagonalOrthobirotunda,F10,5,V37;V23;V33;V3;V9
ElongatedPentagonalOrthobirotunda,F11,5,V35;V29;V37;V17;V13
ElongatedPentagonalOrthobirotunda,F12,4,V0;V6;V7;V1
ElongatedPentagonalOrthobirotunda,F13,4,V12;V4;V5;V13
ElongatedPentagonalOrthobirotunda,F14,4,V8;V16;V17;V9
ElongatedPentagonalOrthobirotunda,F15,4,V10;V2;V3;V11
ElongatedPentagonalOrthobirotunda,F16,4,V14;V18;V19;V15
ElongatedPentagonalOrthobirotunda,F17,4,V4;V0;V1;V5
ElongatedPentagonalOrthobirotunda,F18,4,V16;V12;V13;V17
ElongatedPentagonalOrthobirotunda,F19,4,V2;V8;V9;V3
ElongatedPentagonalOrthobirotunda,F20,4,V18;V10;V11;V19
ElongatedPentagonalOrthobirotunda,F21,4,V6;V14;V15;V7
ElongatedPentagonalOrthobirotunda,F22,3,V34;V4;V12
ElongatedPentagonalOrthobirotunda,F23,3,V36;V16;V8
ElongatedPentagonalOrthobirotunda,F24,3,V32;V2;V10
ElongatedPentagonalOrthobirotunda,F25,3,V38;V18;V14
ElongatedPentagonalOrthobirotunda,F26,3,V30;V6;V0
ElongatedPentagonalOrthobirotunda,F27,3,V34;V28;V20
ElongatedPentagonalOrthobirotunda,F28,3,V36;V22;V28
ElongatedPentagonalOrthobirotunda,F29,3,V32;V26;V22
ElongatedPentagonalOrthobirotunda,F30,3,V38;V24;V26
ElongatedPentagonalOrthobirotunda,F31,3,V30;V20;V24
ElongatedPentagonalOrthobirotunda,F32,3,V31;V1;V7
ElongatedPentagonalOrthobirotunda,F33,3,V39;V15;V19
ElongatedPentagonalOrthobirotunda,F34,3,V33;V11;V3
ElongatedPentagonalOrthobirotunda,F35,3,V37;V9;V17
ElongatedPentagonalOrthobirotunda,F36,3,V35;V13;V5
ElongatedPentagonalOrthobirotunda,F37,3,V31;V25;V21
ElongatedPentagonalOrthobirotunda,F38,3,V39;V27;V25
ElongatedPentagonalOrthobirotunda,F39,3,V33;V23;V27
ElongatedPentagonalOrthobirotunda,F40,3,V37;V29;V23
ElongatedPentagonalOrthobirotunda,F41,3,V35;V21;V29
ElongatedPentagonalGyrobirotunda,F0,5,V21;V29;V23;V27;V25
ElongatedPentagonalGyrobirotunda,F1,5,V20;V28;V22;V26;V24
ElongatedPentagonalGyrobirotunda,F2,5,V35;V21;V31;V1;V7
ElongatedPentagonalGyrobirotunda,F3,5,V37;V29;V35;V15;V19
ElongatedPentagonalGyrobirotunda,F4,5,V33;V23;V37;V11;V3
ElongatedPentagonalGyrobirotunda,F5,5,V39;V27;V33;V9;V17
ElongatedPentagonalGyrobirotunda,F6,5,V31;V25;V39;V13;V5
ElongatedPentagonalGyrobirotunda,F7,5,V34;V20;V30;V0;V4
ElongatedPentagonalGyrobirotunda,F8,5,V36;V28;V34;V12;V16
ElongatedPentagonalGyrobirotunda,F9,5,V32;V22;V36;V8;V2
ElongatedPentagonalGyrobirotunda,F10,5,V38;V26;V32;V10;V18
ElongatedPentagonalGyrobirotunda,F11,5,V30;V24;V38;V14;V6
ElongatedPentagonalGyrobirotunda,F12,4,V7;V1;V0;V6
ElongatedPentagonalGyrobirotunda,F13,4,V19;V15;V14;V18
ElongatedPentagonalGyrobirotunda,F14,4,V3;V11;V10;V2
ElongatedPentagonalGyrobirotunda,F15,4,V17;V9;V8;V16
ElongatedPentagonalGyrobirotunda,F16,4,V5;V13;V12;V4
ElongatedPentagonalGyrobirotunda,F17,4,V4;V0;V1;V5
ElongatedPentagonalGyrobirotunda,F18,4,V16;V12;V13;V17
ElongatedPentagonalGyrobirotunda,F19,4,V2;V8;V9;V3
ElongatedPentagonalGyrobirotunda,F20,4,V18;V10;V11;V19
ElongatedPentagonalGyrobirotunda,F21,4,V6;V14;V15;V7
ElongatedPentagonalGyrobirotunda,F22,3,V35;V7;V15
ElongatedPentagonalGyrobirotunda,F23,3,V37;V19;V11
ElongatedPentagonalGyrobirotunda,F24,3,V33;V3;V9
ElongatedPentagonalGyrobirotunda,F25,3,V39;V17;V13
ElongatedPentagonalGyrobirotunda,F26,3,V31;V5;V1
ElongatedPentagonalGyrobirotunda,F27,3,V35;V29;V21
ElongatedPentagonalGyrobirotunda,F28,3,V37;V23;V29
ElongatedPentagonalGyrobirotunda,F29,3,V33;V27;V23
ElongatedPentagonalGyrobirotunda,F30,3,V39;V25;V27
ElongatedPentagonalGyrobirotunda,F31,3,V31;V21;V25
ElongatedPentagonalGyrobirotunda,F32,3,V34;V4;V12
ElongatedPentagonalGyrobirotunda,F33,3,V36;V16;V8
ElongatedPentagonalGyrobirotunda,F34,3,V32;V2;V10
ElongatedPentagonalGyrobirotunda,F35,3,V38;V18;V14
ElongatedPentagonalGyrobirotunda,F36,3,V30;V6;V0
ElongatedPentagonalGyrobirotunda,F37,3,V34;V28;V20
ElongatedPentagonalGyrobirotunda,F38,3,V36;V22;V28
ElongatedPentagonalGyrobirotunda,F39,3,V32;V26;V22
ElongatedPentagonalGyrobirotunda,F40,3,V38;V24;V26
ElongatedPentagonalGyrobirotunda,F41,3,V30;V20;V24
GyroelongatedTriangularBicupola,F0,4,V3;V12;V13;V5
GyroelongatedTriangularBicupola,F1,4,V2;V14;V12;V0
GyroelongatedTriangularBicupola,F2,4,V1;V13;V14;V4
GyroelongatedTriangularBicupola,F3,4,V10;V15;V17;V8
GyroelongatedTriangularBicupola,F4,4,V7;V16;V15;V6
GyroelongatedTriangularBicupola,F5,4,V9;V17;V16;V11
GyroelongatedTriangularBicupola,F6,3,V3;V5;V11
GyroelongatedTriangularBicupola,F7,3,V2;V0;V6
GyroelongatedTriangularBicupola,F8,3,V1;V4;V8
GyroelongatedTriangularBicupola,F9,3,V10;V8;V4
GyroelongatedTriangularBicupola,F10,3,V7;V6;V0
GyroelongatedTriangularBicupola,F11,3,V9;V11;V5
GyroelongatedTriangularBicupola,F12,3,V3;V11;V7
GyroelongatedTriangularBicupola,F13,3,V2;V6;V10
GyroelongatedTriangularBicupola,F14,3,V1;V8;V9
GyroelongatedTriangularBicupola,F15,3,V10;V4;V2
GyroelongatedTriangularBicupola,F16,3,V7;V0;V3
GyroelongatedTriangularBicupola,F17,3,V9;V5;V1
GyroelongatedTriangularBicupola,F18,3,V3;V0;V12
GyroelongatedTriangularBicupola,F19,3,V2;V4;V14
GyroelongatedTriangularBicupola,F20,3,V1;V5;V13
GyroelongatedTriangularBicupola,F21,3,V10;V6;V15
GyroelongatedTriangularBicupola,F22,3,V7;V11;V16
GyroelongatedTriangularBicupola,F23,3,V9;V8;V17
GyroelongatedTriangularBicupola,F24,3,V12;V14;V13
GyroelongatedTriangularBicupola,F25,3,V15;V16;V17
GyroelongatedSquareBicupola,F0,4,V16;V18;V19;V17
GyroelongatedSquareBicupola,F1,4,V20;V23;V21;V22
GyroelongatedSquareBicupola,F2,4,V1;V0;V16;V17
GyroelongatedSquareBicupola,F3,4,V4;V6;V18;V16
GyroelongatedSquareBicupola,F4,4,V2;V3;V19;V18
GyroelongatedSquareBicupola,F5,4,V7;V5;V17;V19
GyroelongatedSquareBicupola,F6,4,V12;V8;V20;V22
GyroelongatedSquareBicupola,F7,4,V13;V11;V23;V20
GyroelongatedSquareBicupola,F8,4,V15;V9;V21;V23
GyroelongatedSquareBicupola,F9,4,V14;V10;V22;V21
GyroelongatedSquareBicupola,F10,3,V1;V17;V5
GyroelongatedSquareBicupola,F11,3,V4;V16;V0
GyroelongatedSquareBicupola,F12,3,V2;V18;V6
GyroelongatedSquareBicupola,F13,3,V7;V19;V3
GyroelongatedSquareBicupola,F14,3,V12;V22;V10
GyroelongatedSquareBicupola,F15,3,V13;V20;V8
GyroelongatedSquareBicupola,F16,3,V15;V23;V11
GyroelongatedSquareBicupola,F17,3,V14;V21;V9
GyroelongatedSquareBicupola,F18,3,V1;V5;V13
GyroelongatedSquareBicupola,F19,3,V4;V0;V12
GyroelongatedSquareBicupola,F20,3,V2;V6;V14
GyroelongatedSquareBicupola,F21,3,V7;V3;V15
GyroelongatedSquareBicupola,F22,3,V12;V10;V4
GyroelongatedSquareBicupola,F23,3,V13;V8;V1
GyroelongatedSquareBicupola,F24,3,V15;V11;V7
GyroelongatedSquareBicupola,F25,3,V14;V9;V2
GyroelongatedSquareBicupola,F26,3,V1;V8;V0
GyroelongatedSquareBicupola,F27,3,V4;V10;V6
GyroelongatedSquareBicupola,F28,3,V2;V9;V3
GyroelongatedSquareBicupola,F29,3,V7;V11;V5
GyroelongatedSquareBicupola,F30,3,V12;V0;V8
GyroelongatedSquareBicupola,F31,3,V13;V5;V11
GyroelongatedSquareBicupola,F32,3,V15;V3;V9
GyroelongatedSquareBicupola,F33,3,V14;V6;V10
GyroelongatedPentagonalBicupola,F0,5,V20;V23;V27;V26;V22
GyroelongatedPentagonalBicupola,F1,5,V21;V25;V29;V28;V24
GyroelongatedPentagonalBicupola,F2,4,V4;V12;V20;V22
GyroelongatedPentagonalBicupola,F3,4,V14;V6;V23;V20
GyroelongatedPentagonalBicupola,F4,4,V1;V7;V27;V23
GyroelongatedPentagonalBicupola,F5,4,V15;V13;V26;V27
GyroelongatedPentagonalBicupola,F6,4,V5;V0;V22;V26
GyroelongatedPentagonalBicupola,F7,4,V8;V16;V21;V24
GyroelongatedPentagonalBicupola,F8,4,V17;V9;V25;V21
GyroelongatedPentagonalBicupola,F9,4,V3;V11;V29;V25
GyroelongatedPentagonalBicupola,F10,4,V19;V18;V28;V29
GyroelongatedPentagonalBicupola,F11,4,V10;V2;V24;V28
GyroelongatedPentagonalBicupola,F12,3,V4;V22;V0
GyroelongatedPentagonalBicupola,F13,3,V14;V20;V12
GyroelongatedPentagonalBicupola,F14,3,V1;V23;V6
GyroelongatedPentagonalBicupola,F15,3,V15;V27;V7
GyroelongatedPentagonalBicupola,F16,3,V5;V26;V13
GyroelongatedPentagonalBicupola,F17,3,V8;V24;V2
GyroelongatedPentagonalBicupola,F18,3,V17;V21;V16
GyroelongatedPentagonalBicupola,F19,3,V3;V25;V9
GyroelongatedPentagonalBicupola,F20,3,V19;V29;V11
GyroelongatedPentagonalBicupola,F21,3,V10;V28;V18
GyroelongatedPentagonalBicupola,F22,3,V4;V0;V16
GyroelongatedPentagonalBicupola,F23,3,V14;V12;V2
GyroelongatedPentagonalBicupola,F24,3,V1;V6;V18
GyroelongatedPentagonalBicupola,F25,3,V15;V7;V11
GyroelongatedPentagonalBicupola,F26,3,V5;V13;V9
GyroelongatedPentagonalBicupola,F27,3,V8;V2;V12
GyroelongatedPentagonalBicupola,F28,3,V17;V16;V0
GyroelongatedPentagonalBicupola,F29,3,V3;V9;V13
GyroelongatedPentagonalBicupola,F30,3,V19;V11;V7
GyroelongatedPentagonalBicupola,F31,3,V10;V18;V6
GyroelongatedPentagonalBicupola,F32,3,V4;V8;V12
GyroelongatedPentagonalBicupola,F33,3,V14;V10;V6
GyroelongatedPentagonalBicupola,F34,3,V1;V19;V7
GyroelongatedPentagonalBicupola,F35,3,V15;V3;V13
GyroelongatedPentagonalBicupola,F36,3,V5;V17;V0
GyroelongatedPentagonalBicupola,F37,3,V8;V4;V16
GyroelongatedPentagonalBicupola,F38,3,V17;V5;V9
GyroelongatedPentagonalBicupola,F39,3,V3;V15;V11
GyroelongatedPentagonalBicupola,F40,3,V19;V1;V18
GyroelongatedPentagonalBicupola,F41,3,V10;V14;V2
GyroelongatedPentagonalCupolarotunda,F0,5,V20;V24;V21;V23;V22
GyroelongatedPentagonalCupolarotunda,F1,5,V30;V34;V31;V33;V32
GyroelongatedPentagonalCupolarotunda,F2,5,V0;V12;V27;V20;V25
GyroelongatedPentagonalCupolarotunda,F3,5,V4;V6;V28;V24;V27
GyroelongatedPentagonalCupolarotunda,F4,5,V14;V1;V26;V21;V28
GyroelongatedPentagonalCupolarotunda,F5,5,V15;V7;V29;V23;V26
GyroelongatedPentagonalCupolarotunda,F6,5,V5;V13;V25;V22;V29
GyroelongatedPentagonalCupolarotunda,F7,4,V2;V30;V32;V18
GyroelongatedPentagonalCupolarotunda,F8,4,V8;V34;V30;V16
GyroelongatedPentagonalCupolarotunda,F9,4,V17;V31;V34;V9
GyroelongatedPentagonalCupolarotunda,F10,4,V19;V33;V31;V3
GyroelongatedPentagonalCupolarotunda,F11,4,V10;V32;V33;V11
GyroelongatedPentagonalCupolarotunda,F12,3,V2;V18;V6
GyroelongatedPentagonalCupolarotunda,F13,3,V8;V16;V12
GyroelongatedPentagonalCupolarotunda,F14,3,V17;V9;V13
GyroelongatedPentagonalCupolarotunda,F15,3,V19;V3;V7
GyroelongatedPentagonalCupolarotunda,F16,3,V10;V11;V1
GyroelongatedPentagonalCupolarotunda,F17,3,V2;V6;V4
GyroelongatedPentagonalCupolarotunda,F18,3,V8;V12;V0
GyroelongatedPentagonalCupolarotunda,F19,3,V17;V13;V5
GyroelongatedPentagonalCupolarotunda,F20,3,V19;V7;V15
GyroelongatedPentagonalCupolarotunda,F21,3,V10;V1;V14
GyroelongatedPentagonalCupolarotunda,F22,3,V2;V4;V16
GyroelongatedPentagonalCupolarotunda,F23,3,V8;V0;V9
GyroelongatedPentagonalCupolarotunda,F24,3,V17;V5;V3
GyroelongatedPentagonalCupolarotunda,F25,3,V19;V15;V11
GyroelongatedPentagonalCupolarotunda,F26,3,V10;V14;V18
GyroelongatedPentagonalCupolarotunda,F27,3,V2;V16;V30
GyroelongatedPentagonalCupolarotunda,F28,3,V8;V9;V34
GyroelongatedPentagonalCupolarotunda,F29,3,V17;V3;V31
GyroelongatedPentagonalCupolarotunda,F30,3,V19;V11;V33
GyroelongatedPentagonalCupolarotunda,F31,3,V10;V18;V32
GyroelongatedPentagonalCupolarotunda,F32,3,V0;V25;V13
GyroelongatedPentagonalCupolarotunda,F33,3,V4;V27;V12
GyroelongatedPentagonalCupolarotunda,F34,3,V14;V28;V6
GyroelongatedPentagonalCupolarotunda,F35,3,V15;V26;V1
GyroelongatedPentagonalCupolarotunda,F36,3,V5;V29;V7
GyroelongatedPentagonalCupolarotunda,F37,3,V0;V13;V9
GyroelongatedPentagonalCupolarotunda,F38,3,V4;V12;V16
GyroelongatedPentagonalCupolarotunda,F39,3,V14;V6;V18
GyroelongatedPentagonalCupolarotunda,F40,3,V15;V1;V11
GyroelongatedPentagonalCupolarotunda,F41,3,V5;V7;V3
GyroelongatedPentagonalCupolarotunda,F42,3,V20;V22;V25
GyroelongatedPentagonalCupolarotunda,F43,3,V24;V20;V27
GyroelongatedPentagonalCupolarotunda,F44,3,V21;V24;V28
GyroelongatedPentagonalCupolarotunda,F45,3,V23;V21;V26
GyroelongatedPentagonalCupolarotunda,F46,3,V22;V23;V29
GyroelongatedPentagonalBirotunda,F0,5,V0;V3;V7;V6;V2
GyroelongatedPentagonalBirotunda,F1,5,V1;V4;V8;V9;V5
GyroelongatedPentagonalBirotunda,F2,5,V24;V26;V17;V0;V16
GyroelongatedPentagonalBirotunda,F3,5,V34;V21;V13;V3;V17
GyroelongatedPentagonalBirotunda,F4,5,V35;V27;V10;V7;V13
GyroelongatedPentagonalBirotunda,F5,5,V25;V33;V12;V6;V10
GyroelongatedPentagonalBirotunda,F6,5,V20;V32;V16;V2;V12
GyroelongatedPentagonalBirotunda,F7,5,V31;V30;V18;V1;V19
GyroelongatedPentagonalBirotunda,F8,5,V38;V22;V14;V4;V18
GyroelongatedPentagonalBirotunda,F9,5,V36;V28;V11;V8;V14
GyroelongatedPentagonalBirotunda,F10,5,V29;V37;V15;V9;V11
GyroelongatedPentagonalBirotunda,F11,5,V23;V39;V19;V5;V15
GyroelongatedPentagonalBirotunda,F12,3,V24;V16;V32
GyroelongatedPentagonalBirotunda,F13,3,V34;V17;V26
GyroelongatedPentagonalBirotunda,F14,3,V35;V13;V21
GyroelongatedPentagonalBirotunda,F15,3,V25;V10;V27
GyroelongatedPentagonalBirotunda,F16,3,V20;V12;V33
GyroelongatedPentagonalBirotunda,F17,3,V31;V19;V39
GyroelongatedPentagonalBirotunda,F18,3,V38;V18;V30
GyroelongatedPentagonalBirotunda,F19,3,V36;V14;V22
GyroelongatedPentagonalBirotunda,F20,3,V29;V11;V28
GyroelongatedPentagonalBirotunda,F21,3,V23;V15;V37
GyroelongatedPentagonalBirotunda,F22,3,V24;V32;V36
GyroelongatedPentagonalBirotunda,F23,3,V34;V26;V38
GyroelongatedPentagonalBirotunda,F24,3,V35;V21;V31
GyroelongatedPentagonalBirotunda,F25,3,V25;V27;V23
GyroelongatedPentagonalBirotunda,F26,3,V20;V33;V29
GyroelongatedPentagonalBirotunda,F27,3,V31;V39;V35
GyroelongatedPentagonalBirotunda,F28,3,V38;V30;V34
GyroelongatedPentagonalBirotunda,F29,3,V36;V22;V24
GyroelongatedPentagonalBirotunda,F30,3,V29;V28;V20
GyroelongatedPentagonalBirotunda,F31,3,V23;V37;V25
GyroelongatedPentagonalBirotunda,F32,3,V24;V22;V26
GyroelongatedPentagonalBirotunda,F33,3,V34;V30;V21
GyroelongatedPentagonalBirotunda,F34,3,V35;V39;V27
GyroelongatedPentagonalBirotunda,F35,3,V25;V37;V33
GyroelongatedPentagonalBirotunda,F36,3,V20;V28;V32
GyroelongatedPentagonalBirotunda,F37,3,V31;V21;V30
GyroelongatedPentagonalBirotunda,F38,3,V38;V26;V22
GyroelongatedPentagonalBirotunda,F39,3,V36;V32;V28
GyroelongatedPentagonalBirotunda,F40,3,V29;V33;V37
GyroelongatedPentagonalBirotunda,F41,3,V23;V27;V39
GyroelongatedPentagonalBirotunda,F42,3,V0;V2;V16
GyroelongatedPentagonalBirotunda,F43,3,V3;V0;V17
GyroelongatedPentagonalBirotunda,F44,3,V7;V3;V13
GyroelongatedPentagonalBirotunda,F45,3,V6;V7;V10
GyroelongatedPentagonalBirotunda,F46,3,V2;V6;V12
GyroelongatedPentagonalBirotunda,F47,3,V1;V5;V19
GyroelongatedPentagonalBirotunda,F48,3,V4;V1;V18
GyroelongatedPentagonalBirotunda,F49,3,V8;V4;V14
GyroelongatedPentagonalBirotunda,F50,3,V9;V8;V11
GyroelongatedPentagonalBirotunda,F51,3,V5;V9;V15
AugmentedTriangularPrism,F0,4,V4;V5;V3;V2
AugmentedTriangularPrism,F1,4,V5;V4;V0;V1
AugmentedTriangularPrism,F2,3,V4;V2;V0
AugmentedTriangularPrism,F3,3,V5;V1;V3
AugmentedTriangularPrism,F4,3,V6;V0;V2
AugmentedTriangularPrism,F5,3,V6;V2;V3
AugmentedTriangularPrism,F6,3,V6;V3;V1
AugmentedTriangularPrism,F7,3,V6;V1;V0
BiaugmentedTriangularPrism,F0,4,V0;V2;V3;V1
BiaugmentedTriangularPrism,F1,3,V1;V3;V5
BiaugmentedTriangularPrism,F2,3,V2;V0;V4
BiaugmentedTriangularPrism,F3,3,V6;V0;V1
BiaugmentedTriangularPrism,F4,3,V6;V1;V5
BiaugmentedTriangularPrism,F5,3,V6;V5;V4
BiaugmentedTriangularPrism,F6,3,V6;V4;V0
BiaugmentedTriangularPrism,F7,3,V7;V3;V2
BiaugmentedTriangularPrism,F8,3,V7;V2;V4
BiaugmentedTriangularPrism,F9,3,V7;V4;V5
BiaugmentedTriangularPrism,F10,3,V7;V5;V3
TriaugmentedTriangularPrism,F0,3,V0;V4;V2
TriaugmentedTriangularPrism,F1,3,V1;V3;V5
TriaugmentedTriangularPrism,F2,3,V6;V0;V1
TriaugmentedTriangularPrism,F3,3,V6;V1;V5
TriaugmentedTriangularPrism,F4,3,V6;V5;V4
TriaugmentedTriangularPrism,F5,3,V6;V4;V0
TriaugmentedTriangularPrism,F6,3,V7;V2;V4
TriaugmentedTriangularPrism,F7,3,V7;V4;V5
TriaugmentedTriangularPrism,F8,3,V7;V5;V3
TriaugmentedTriangularPrism,F9,3,V7;V3;V2
TriaugmentedTriangularPrism,F10,3,V8;V0;V2
TriaugmentedTriangularPrism,F11,3,V8;V2;V3
TriaugmentedTriangularPrism,F12,3,V8;V3;V1
TriaugmentedTriangularPrism,F13,3,V8;V1;V0
AugmentedPentagonalPrism,F0,5,V0;V8;V2;V6;V4
AugmentedPentagonalPrism,F1,5,V3;V9;V1;V5;V7
AugmentedPentagonalPrism,F2,4,V0;V1;V9;V8
AugmentedPentagonalPrism,F3,4,V3;V2;V8;V9
AugmentedPentagonalPrism,F4,4,V0;V4;V5;V1
AugmentedPentagonalPrism,F5,4,V3;V7;V6;V2
AugmentedPentagonalPrism,F6,3,V10;V4;V6
AugmentedPentagonalPrism,F7,3,V10;V6;V7
AugmentedPentagonalPrism,F8,3,V10;V7;V5
AugmentedPentagonalPrism,F9,3,V10;V5;V4
BiaugmentedPentagonalPrism,F0,5,V0;V4;V6;V2;V8
BiaugmentedPentagonalPrism,F1,5,V3;V7;V5;V1;V9
BiaugmentedPentagonalPrism,F2,4,V0;V8;V9;V1
BiaugmentedPentagonalPrism,F3,4,V3;V9;V8;V2
BiaugmentedPentagonalPrism,F4,4,V4;V5;V7;V6
BiaugmentedPentagonalPrism,F5,3,V10;V0;V1
BiaugmentedPentagonalPrism,F6,3,V10;V1;V5
BiaugmentedPentagonalPrism,F7,3,V10;V5;V4
BiaugmentedPentagonalPrism,F8,3,V10;V4;V0
BiaugmentedPentagonalPrism,F9,3,V11;V3;V2
BiaugmentedPentagonalPrism,F10,3,V11;V2;V6
BiaugmentedPentagonalPrism,F11,3,V11;V6;V7
BiaugmentedPentagonalPrism,F12,3,V11;V7;V3
AugmentedHexagonalPrism,F0,6,V0;V5;V9;V2;V8;V4
AugmentedHexagonalPrism,F1,6,V3;V11;V7;V1;V6;V10
AugmentedHexagonalPrism,F2,4,V0;V4;V6;V1
AugmentedHexagonalPrism,F3,4,V3;V10;V8;V2
AugmentedHexagonalPrism,F4,4,V0;V1;V7;V5
AugmentedHexagonalPrism,F5,4,V3;V2;V9;V11
AugmentedHexagonalPrism,F6,4,V5;V7;V11;V9
AugmentedHexagonalPrism,F7,3,V12;V4;V8
AugmentedHexagonalPrism,F8,3,V12;V8;V10
AugmentedHexagonalPrism,F9,3,V12;V10;V6
AugmentedHexagonalPrism,F10,3,V12;V6;V4
ParabiaugmentedHexagonalPrism,F0,6,V0;V8;V4;V6;V10;V2
ParabiaugmentedHexagonalPrism,F1,6,V5;V9;V1;V3;V11;V7
ParabiaugmentedHexagonalPrism,F2,4,V8;V9;V5;V4
ParabiaugmentedHexagonalPrism,F3,4,V9;V8;V0;V1
ParabiaugmentedHexagonalPrism,F4,4,V10;V11;V3;V2
ParabiaugmentedHexagonalPrism,F5,4,V11;V10;V6;V7
ParabiaugmentedHexagonalPrism,F6,3,V12;V0;V2
ParabiaugmentedHexagonalPrism,F7,3,V12;V2;V3
ParabiaugmentedHexagonalPrism,F8,3,V12;V3;V1
ParabiaugmentedHexagonalPrism,F9,3,V12;V1;V0
ParabiaugmentedHexagonalPrism,F10,3,V13;V5;V7
ParabiaugmentedHexagonalPrism,F11,3,V13;V7;V6
ParabiaugmentedHexagonalPrism,F12,3,V13;V6;V4
ParabiaugmentedHexagonalPrism,F13,3,V13;V4;V5
MetabiaugmentedHexagonalPrism,F0,6,V0;V5;V9;V2;V8;V4
MetabiaugmentedHexagonalPrism,F1,6,V3;V11;V7;V1;V6;V10
MetabiaugmentedHexagonalPrism,F2,4,V0;V1;V7;V5
MetabiaugmentedHexagonalPrism,F3,4,V3;V2;V9;V11
MetabiaugmentedHexagonalPrism,F4,4,V4;V8;V10;V6
MetabiaugmentedHexagonalPrism,F5,4,V5;V7;V11;V9
MetabiaugmentedHexagonalPrism,F6,3,V12;V0;V4
MetabiaugmentedHexagonalPrism,F7,3,V12;V4;V6
MetabiaugmentedHexagonalPrism,F8,3,V12;V6;V1
MetabiaugmentedHexagonalPrism,F9,3,V12;V1;V0
MetabiaugmentedHexagonalPrism,F10,3,V13;V3;V10
MetabiaugmentedHexagonalPrism,F11,3,V13;V10;V8
MetabiaugmentedHexagonalPrism,F12,3,V13;V8;V2
MetabiaugmentedHexagonalPrism,F13,3,V13;V2;V3
TriaugmentedHexagonalPrism,F0,6,V0;V4;V8;V2;V10;V6
TriaugmentedHexagonalPrism,F1,6,V3;V9;V5;V1;V7;V11
TriaugmentedHexagonalPrism,F2,4,V2;V3;V11;V10
TriaugmentedHexagonalPrism,F3,4,V4;V5;V9;V8
